name,smiles,smarts,group,hierarchy
Saturated six-membered heterocycles with three heteroatoms (LS),,"[$([!#6!#1]1[!#6!#1][!#6!#1]CCC1),$([!#6!#1]1[!#6!#1]C[!#6!#1]CC1),$([!#6!#1]1C[!#6!#1]C[!#6!#1]C1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with three heteroatoms (LS),,"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]=[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]=[#6]~[#6]~1),$([!#6!#1]1=[!#6!#1]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]=[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]=[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]=[#6]~1),$([!#6!#1]1=[#6]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1);!$([a!c]1[a!c][a!c]ccc1);!$([a!c]1[a!c]c[a!c]cc1);!$([a!c]1c[a!c]c[a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with three heteroatoms (LS),,"[$([a!c]1[a!c][a!c]ccc1),$([a!c]1[a!c]c[a!c]cc1),$([a!c]1c[a!c]c[a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with four heteroatoms (LS),,"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with four heteroatoms (LS),,"[$([!#6!#1]1[!#6!#1][!#6!#1][!#6!#1]CC1),$([!#6!#1]1[!#6!#1][!#6!#1]C[!#6!#1]C1),$([!#6!#1]1[!#6!#1]C[!#6!#1][!#6!#1]C1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with four heteroatoms (LS),,"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]=[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]=[#6]~1),$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]=1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]=[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]=1),$([!#6!#1]1=[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1);!$([a!c]1[a!c][a!c][a!c]cc1);!$([a!c]1[a!c][a!c]c[a!c]c1);!$([a!c]1[a!c]c[a!c][a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with four heteroatoms (LS),,"[$([a!c]1[a!c][a!c][a!c]cc1),$([a!c]1[a!c][a!c]c[a!c]c1),$([a!c]1[a!c]c[a!c][a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with five heteroatoms (LS),,[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with five heteroatoms (LS),,[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-C-1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with five heteroatoms (LS),," [$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]=1);!$([a!c]1[a!c][a!c][a!c][a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with five heteroatoms (LS),,[a!c]1[a!c][a!c][a!c][a!c]c1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with six heteroatoms (LS),,[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with six heteroatoms (LS),,[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with six heteroatoms (LS),,[a!c]1[a!c][a!c][a!c][a!c][a!c]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles (HS),,[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~[*R1]~[*R1]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with one heteroatom (HS),,[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with one heteroatom (HS),,[!#6!#1;R1]1[CR1][CR1][CR1][CR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Piperidines (HS),,[NR1]1[CR1][CR1][CR1][CR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrahydropyrans (HS),,[OR1]1[CR1][CR1][CR1][CR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrahydrothiopyrans (HS),,[SR1]1[CR1][CR1][CR1][CR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with one heteroatom (HS),,"[$([!#1!#6;R1]1=[CR1]~[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]=[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]~[CR1]=[CR1]~[CR1]~[CR1]~1);!$([a!c]1ccccc1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrahydropyridines (HS),,"[$([NR1]1=[CR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dihydropyridines (HS),,"[$([NR1]1=[CR1][CR1]-,=[CR1]-,=[CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]-,=[CR1]-,=1),$([NR1]1[CR1]=[CR1][CR1]=[CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pyrans (HS),,"[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Thiopyrans (HS),,"[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with one heteroatom (HS),,[a!c;R1]1[cR1][cR1][cR1][cR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pyridines (HS),,[nR1]1[cR1][cR1][cR1][cR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with two heteroatoms (HS),,"[$([!#6!#1;R1]1~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with two heteroatoms (HS),,"[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][CR1][!#6!#1;R1][CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Hexahydrodiazines,,"[$([NR1]1[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1][NR1][CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dioxanes,,"[$([OR1]1[OR1][CR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][CR1][OR1][CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dithianes,,"[$([SR1]1[SR1][CR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][CR1][SR1][CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Morpholines,,[NR1]1[CR1][CR1][OR1][CR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with two heteroatoms (HS),," [$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]=1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1);!$([a!c]1[a!c]cccc1);!$([a!c]1c[a!c]ccc1);!$([a!c]1cc[a!c]cc1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrahydrodiazines (HS),," [$([NR1]1=[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dihydrodiazines (HS),,"[$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1]=[CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]=1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]=1),$([NR1]1=[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1]=[CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]=[CR1]1),$([NR1]1=[CR1][CR1]=[NR1][CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1]=[CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1]=[CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dioxines (HS),,"[$([OR1]1[OR1][CR1]=[CR1][CR1]=[CR1]1),$([OR1]1[CR1]=[CR1][OR1][CR1]=[CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with two heteroatoms (HS),,"[$([a!c;R1]1[a!c;R1][cR1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][cR1][a!c;R1][cR1][cR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pyridazines (HS),,[nR1]1[nR1][cR1][cR1][cR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pyrimidines (HS),,[nR1]1[cR1][nR1][cR1][cR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pyrazines (HS),,[nR1]1[cR1][cR1][nR1][cR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with three heteroatoms (HS),,"[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with three heteroatoms (HS),,"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Hexahydrotriazines (HS),,"[$([NR1]1[NR1][NR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][NR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Trioxanes (HS),,"[$([OR1]1[OR1][OR1][CR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][OR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Trithianes (HS),,"[$([SR1]1[SR1][SR1][CR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][SR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with three heteroatoms (HS),,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1);!$([a!c]1[a!c][a!c]ccc1);!$([a!c]1[a!c]c[a!c]cc1);!$([a!c]1c[a!c]c[a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with three heteroatoms (HS),,"[$([a!c;R1]1[a!c;R1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][a!c;R1][cR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Triazines (HS),,"[$([nR1]1[nR1][nR1][cR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][nR1][cR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with four heteroatoms (HS),," [$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with four heteroatoms (HS),,"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][!#6!#1;R1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Hexahydrotetrazines (HS),,"[$([NR1]1[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][NR1][CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetroxanes (HS),,"[$([OR1]1[OR1][OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][OR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrathianes (HS),,"[$([SR1]1[SR1][SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][SR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with four heteroatoms (HS),,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]=1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]=[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=1),$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1);!$([a!c]1[a!c][a!c][a!c]cc1);!$([a!c]1[a!c][a!c]c[a!c]c1);!$([a!c]1[a!c]c[a!c][a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrahydrotetrazines (HS),,"[$([NR1]1=[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1][NR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with four heteroatoms (HS),,"[$([a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][a!c;R1][cR1][a!c;R1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][a!c;R1][cR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Tetrazines (HS),,"[$([nR1]1[nR1][nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][nR1][cR1][nR1][cR1]1),$([nR1]1[nR1][cR1][nR1][nR1][cR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with five heteroatoms (HS),,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with five heteroatoms (HS),,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[CR1]-1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with five heteroatoms (HS),," [$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=1);!$([a!c]1[a!c][a!c][a!c][a!c]c1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with five heteroatoms (HS),,[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pentazines,,[nR1]1[nR1][nR1][nR1][nR1][cR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with six heteroatoms (HS),,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Saturated six-membered heterocycles with six heteroatoms (HS),,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Unsaturated six-membered heterocycles with six heteroatoms (HS),,[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Aromatic six-membered heterocycles with six heteroatoms (HS),,[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][a!c;R1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Hexazines,,[nR1]1[nR1][nR1][nR1][nR1][nR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Six-membered heterocycles with six heteroatoms (LS),,[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dithiines (HS),,"[$([SR1]1[SR1][CR1]=[CR1][CR1]=[CR1]1),$([SR1]1[CR1]=[CR1][SR1][CR1]=[CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dihydrotetrazines (HS),,"[$([NR1]1=[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1]=[CR1][CR1]1),$([NR1]1[NR1][NR1]=[NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1]=[CR1][CR1]=1),$([NR1]1=[NR1][NR1]=[NR1][CR1][CR1]1),$([NR1]1=[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1][NR1]=[CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1]=[CR1][NR1][CR1]=1),$([NR1]1=[NR1][NR1]=[CR1][NR1][CR1]1),$([NR1]1=[NR1][NR1][CR1]=[NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1]=[NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1][NR1]=[NR1][CR1]=1),$([NR1]1=[NR1][CR1]=[NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1]=[NR1][CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Hexahydropentazines (HS),,[NR1]1[NR1][NR1][NR1][NR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pentoxanes (HS),,[OR1]1[OR1][OR1][OR1][OR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Pentathianes (HS),,[SR1]1[SR1][SR1][SR1][SR1][CR1]1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
"Cumulated alkadienes (1,2-alkadienes)",,[CX3]=[CX2]=[CX3],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Allyl halides,,"[CX3]=[CX3][CX4][F,Cl,Br,I]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Allyl fluorides,,[CX3]=[CX3][CX4]F,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Allyl chlorides,,[CX3]=[CX3][CX4]Cl,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Allyl bromides,,[CX3]=[CX3][CX4]Br,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Allyl iodides,,[CX3]=[CX3][CX4]I,extended_groups,medicinal_chemistry.functional_groups.extended_groups
Vinyl fluorides,,F[CX3]=[CX3],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Vinyl chlorides,,Cl[CX3]=[CX3],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Vinyl bromides,,Br[CX3]=[CX3],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Vinyl iodides,,I[CX3]=[CX3],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkynyl fluorides,,F[CX2]#[CX2],extended_groups,medicinal_chemistry.functional_groups.extended_groups
